"population_ID","species.updated","species","study_ID","reference_link","subset","trait","unit","mean","n","SD","comments","location","measurement_notes","pair_ID","sex","migratory","migratory.comments","feeding.type","feeding.type.comments","migratory.pop.level","feeding.type.pop.level","broader.comments","migratory.inc.vagrants.pop.level","migratory.inc.vagrants","species.updated.new","species.updated.rep","species.updated.new.rep","effectsize_ID","yi","vi","CV","sex.num","migratory.pop.level.num","feeding.type.pop.level.num","migratory.inc.vagrants.pop.level.num"
"271","Sitta europaea","Sitta europaea","Nilsson et al.  1993","https://doi.org/10.1093/beheco/4.4.369","R&E2013","wing length","mm",90.1,10,1.2,"AST: added measurements of individuals in the control and experimental groups separately rather than doing a weighted average","Lund, southern Sweden, Experimental birds","simply as wing lengths","315","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Sitta europaea","Sitta europaea","Sitta europaea",535,-4.26304305226478,0.0555732938929067,1.40793928269954,1,-1,-1,-1
"271","Sitta europaea","Sitta europaea","Nilsson et al.  1993","https://doi.org/10.1093/beheco/4.4.369","R&E2013","wing length","mm",87.9,8,1.2,"AST: added measurements of individuals in the control and experimental groups separately rather than doing a weighted average","Lund, southern Sweden, Experimental birds","simply as wing lengths","315","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Sitta europaea","Sitta europaea","Sitta europaea",536,-4.22244967646861,0.0714518681472286,1.4662681648004,-1,-1,-1,-1
"272","Sitta europaea","Sitta europaea","Nilsson et al.  1993","https://doi.org/10.1093/beheco/4.4.369","R&E2013","wing length","mm",90,9,1.3,"AST: added measurements of individuals in the control and experimental groups separately rather than doing a weighted average","Lund, southern Sweden, Control birds","simply as wing lengths","316","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Sitta europaea","Sitta europaea","Sitta europaea",537,-4.17494540586277,0.062523182441701,1.5376031073258,1,-1,-1,-1
"272","Sitta europaea","Sitta europaea","Nilsson et al.  1993","https://doi.org/10.1093/beheco/4.4.369","R&E2013","wing length","mm",87,7,1.5,"AST: added measurements of individuals in the control and experimental groups separately rather than doing a weighted average","Lund, southern Sweden, Control birds","simply as wing lengths","316","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Sitta europaea","Sitta europaea","Sitta europaea",538,-3.97710967721309,0.0833757997848366,1.87397249917453,-1,-1,-1,-1
"273","Streptopelia senegalensis","Spilopelia senegalensis","Ayadi et al. 2016","https://doi.org/10.2989/00306525.2016.1188173","new","wing length","mm",142.71,22,4.46,"AST: Although study said to report SE, it can only be SD so that min and max values reported make sense","Kettana oasis (33°45? N, 10°13? E)","","317","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Spilopelia senegalensis","Streptopelia senegalensis","Spilopelia senegalensis",539,-3.4418563092708,0.0238539192351834,3.20052185666476,-1,-1,-1,-1
"273","Streptopelia senegalensis","Spilopelia senegalensis","Ayadi et al. 2016","https://doi.org/10.2989/00306525.2016.1188173","new","wing length","mm",148.11,39,3.63,"AST: Although study said to report SE, it can only be SD so that min and max values reported make sense","Kettana oasis (33°45? N, 10°13? E)","","317","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Spilopelia senegalensis","Streptopelia senegalensis","Spilopelia senegalensis",540,-3.69556469792528,0.0131732968347282,2.48334263179372,1,-1,-1,-1
"274","Stercorarius parasiticus","Stercorarius parasiticus","Catry et al. 1991","https://doi.org/10.2307/4089462","R&E2013","wing chord","mm",320.3,44,5,"There seems to be no report of the measurement method","Foula, Shetland (60°08'N, 2°05'W)","simply as wing lengths","318","male","fully migratory","","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Stercorarius parasiticus","Stercorarius parasiticus","Stercorarius parasiticus",541,-4.14819223720427,0.0116334452382045,1.57929405851078,1,1,1,1
"274","Stercorarius parasiticus","Stercorarius parasiticus","Catry et al. 1991","https://doi.org/10.2307/4089462","R&E2013","wing chord","mm",327.2,53,5.9,"There seems to be no report of the measurement method","Foula, Shetland (60°08'N, 2°05'W)","simply as wing lengths","318","female","fully migratory","","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Stercorarius parasiticus","Stercorarius parasiticus","Stercorarius parasiticus",542,-4.00600386920153,0.00962151943169697,1.82060036356932,-1,1,1,1
"275","Stercorarius skua","Stercorarius skua","Phillips et al. 2002","https://academic.oup.com/auk/article/119/3/858/5561865","R&E2013","wing length","mm",424.3,101,7.6,NA,"South Georgia","maximum flattened chord","319","female","fully migratory","","partially aerial feeding","aerial and non-aerial","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Stercorarius skua","Stercorarius skua","Stercorarius skua",543,-4.01729250491599,0.00500317657963448,1.80016383656174,-1,1,1,1
"275","Stercorarius skua","Stercorarius skua","Phillips et al. 2002","https://academic.oup.com/auk/article/119/3/858/5561865","R&E2013","wing length","mm",412.4,101,6.9,NA,"South Georgia","maximum flattened chord","319","male","fully migratory","","partially aerial feeding","aerial and non-aerial","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Stercorarius skua","Stercorarius skua","Stercorarius skua",544,-4.08547234053959,0.00500277165706582,1.6815194941634,1,1,1,1
"276","Sterna hirundo","Sterna hirundo","Nisbet et al. 2007","https://doi.org/10.1675/1524-4695(2007)30[169:SDFPAT]2.0.CO;2","R&E2013","wing length","mm",265.4,123,6.2107,NA,"Bird Island (41°40’N, 70°43’W) in Buzzards Bay, Massachusetts","unflattened wing length","320","male","fully migratory","long distance migrant in most of distribution","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Sterna hirundo","Sterna hirundo","Sterna hirundo",545,-3.75086615023249,0.0041028128505054,2.3497384774119,1,1,1,1
"276","Sterna hirundo","Sterna hirundo","Nisbet et al. 2007","https://doi.org/10.1675/1524-4695(2007)30[169:SDFPAT]2.0.CO;2","R&E2013","wing length","mm",264.4,124,6.235896,NA,"Bird Island (41°40’N, 70°43’W) in Buzzards Bay, Massachusetts","unflattened wing length","320","female","fully migratory","long distance migrant in most of distribution","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Sterna hirundo","Sterna hirundo","Sterna hirundo",546,-3.74307579362794,0.00406952658709919,2.36811526600659,-1,1,1,1
"277","Sterna paradisaea","Sterna paradisaea","Devlin et al. 2004","https://doi.org/10.1675/1524-4695(2004)027[0314:SATITF]2.0.CO;2","R&E2013","wing chord","mm",271,78,6.4,NA,"Machias Seal Island in the Bay of Fundy, Canada (44°30’N, 67°06’W)","natural or unflattened wing chord","322","male","fully migratory","","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Sterna paradisaea","Sterna paradisaea","Sterna paradisaea",547,-3.73932732402057,0.00650065683466645,2.3770087321382,1,1,1,1
"277","Sterna paradisaea","Sterna paradisaea","Devlin et al. 2004","https://doi.org/10.1675/1524-4695(2004)027[0314:SATITF]2.0.CO;2","R&E2013","wing chord","mm",267,88,6.7,NA,"Machias Seal Island in the Bay of Fundy, Canada (44°30’N, 67°06’W)","natural or unflattened wing chord","322","female","fully migratory","","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Sterna paradisaea","Sterna paradisaea","Sterna paradisaea",548,-3.67939400556655,0.00575428200968014,2.52382644498152,-1,1,1,1
"278","Sturnus unicolor","Sturnus unicolor","Lezana et al. 2000","https://biblio.naturalsciences.be/associated_publications/bjz/bibliographic-references/130-2/volume-130-2-pp-139-142.pdf","R&E2013","wing length","mm",127.8,122,4.4,NA,"Calahorra, Northern Spain (42º19’N 1º58’W)","maximum wing span","323","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Sturnus unicolor","Sturnus unicolor","Sturnus unicolor",549,-3.36472976961426,0.00414194732237354,3.45713570870016,-1,-1,-1,-1
"278","Sturnus unicolor","Sturnus unicolor","Lezana et al. 2000","https://biblio.naturalsciences.be/associated_publications/bjz/bibliographic-references/130-2/volume-130-2-pp-139-142.pdf","R&E2013","wing length","mm",132.4,107,2.6,NA,"Calahorra, Northern Spain (42º19’N 1º58’W)","maximum wing span","323","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Sturnus unicolor","Sturnus unicolor","Sturnus unicolor",550,-3.9255992173434,0.00472058515004796,1.97303105842957,1,-1,-1,-1
"279","Sula dactylatra","Sula dactylatra","Weimerskirch et al. 2009","https://doi.org/10.1007/s00442-009-1397-7","R&E2013","wing length","mm",431.7,22,8.5,NA,"Clipperton Island (109.2°W, 10.3°N)","simply as wing lengths","324","female","non-migratory","there does not seem to be directional migration","fully aerial feeding","plunge diving, feeding on the wing","non-migratory","fully aerial feeding","","fully migratory","fully migratory","Sula dactylatra","Sula dactylatra","Sula dactylatra",551,-3.90385521525564,0.0238271456422043,2.01640247514485,-1,-1,1,1
"279","Sula dactylatra","Sula dactylatra","Weimerskirch et al. 2009","https://doi.org/10.1007/s00442-009-1397-7","R&E2013","wing length","mm",424.3,25,10.6,NA,"Clipperton Island (109.2°W, 10.3°N)","simply as wing lengths","324","male","non-migratory","there does not seem to be directional migration","fully aerial feeding","plunge diving, feeding on the wing","non-migratory","fully aerial feeding","","fully migratory","fully migratory","Sula dactylatra","Sula dactylatra","Sula dactylatra",552,-3.66875341775692,0.0208582979934862,2.55082482647611,1,-1,1,1
"280","Sula leucogaster","Sula leucogaster","Lewis et al. 2005","https://doi.org/10.1111/j.1474-919x.2005.00428.x","R&E2013","wing length","mm",415,12,11,NA,"Johnston Atoll (16°45?N, 169°30?W)","simply as wing lengths","325","male","non-migratory","there does not seem to be directional migration","fully aerial feeding","plunge diving, feeding on the wing","non-migratory","fully aerial feeding","","fully migratory","fully migratory","Sula leucogaster","Sula leucogaster","Sula leucogaster",553,-3.58492870197778,0.0455130928973286,2.77386452702255,1,-1,1,1
"280","Sula leucogaster","Sula leucogaster","Lewis et al. 2005","https://doi.org/10.1111/j.1474-919x.2005.00428.x","R&E2013","wing length","mm",427,13,11,NA,"Johnston Atoll (16°45?N, 169°30?W)","simply as wing lengths","325","female","non-migratory","there does not seem to be directional migration","fully aerial feeding","plunge diving, feeding on the wing","non-migratory","fully aerial feeding","","fully migratory","fully migratory","Sula leucogaster","Sula leucogaster","Sula leucogaster",554,-3.61722207376359,0.0417177155525142,2.68571802273768,-1,-1,1,1
"281","Sula leucogaster","Sula leucogaster","Weimerskirch et al. 2009","https://doi.org/10.3354/meps07981","new","wing length","mm",419.1,14,8.1,"AST: added by AST","Gulf of California, Mexico","simply as wing lengths","326","female","non-migratory","there does not seem to be directional migration","fully aerial feeding","plunge diving, feeding on the wing","non-migratory","fully aerial feeding","","fully migratory","fully migratory","Sula leucogaster","Sula leucogaster","Sula leucogaster",555,-3.90778395479109,0.0384882197427641,2.00849609624262,-1,-1,1,1
"281","Sula leucogaster","Sula leucogaster","Weimerskirch et al. 2009","https://doi.org/10.3354/meps07981","new","wing length","mm",393.5,15,15.7,"AST: added by AST","Gulf of California, Mexico","simply as wing lengths","326","male","non-migratory","there does not seem to be directional migration","fully aerial feeding","plunge diving, feeding on the wing","non-migratory","fully aerial feeding","","fully migratory","fully migratory","Sula leucogaster","Sula leucogaster","Sula leucogaster",556,-3.18570606978891,0.0358204109266658,4.13490401835076,1,-1,1,1
"282","Sula nebouxii","Sula nebouxii","Weimerskirch et al. 2009","https://doi.org/10.3354/meps07981","new","wing length","mm",433.1,17,10.2,"AST: added by AST","Gulf of California, Mexico","simply as wing lengths","327","female","non-migratory","there does not seem to be directional migration, and winter and summer distributions mostly overlap","fully aerial feeding","plunge diving, feeding on the wing","non-migratory","fully aerial feeding","","fully migratory","fully migratory","Sula nebouxii","Sula nebouxii","Sula nebouxii",557,-3.71733092793036,0.0312826268431168,2.42987364499904,-1,-1,1,1
"282","Sula nebouxii","Sula nebouxii","Weimerskirch et al. 2009","https://doi.org/10.3354/meps07981","new","wing length","mm",412.7,17,9,"AST: added by AST","Gulf of California, Mexico","simply as wing lengths","327","male","non-migratory","there does not seem to be directional migration, and winter and summer distributions mostly overlap","fully aerial feeding","plunge diving, feeding on the wing","non-migratory","fully aerial feeding","","fully migratory","fully migratory","Sula nebouxii","Sula nebouxii","Sula nebouxii",558,-3.79424635942232,0.0312779748109139,2.24998562333218,1,-1,1,1
"283","Sula sula","Sula sula","Lewis et al. 2005","https://doi.org/10.1111/j.1474-919x.2005.00428.x","new","wing length","mm",405,16,10,"AST: added by AST","Johnston Atoll (16°45?N, 169°30?W)","simply as wing lengths","328","male","non-migratory","there does not seem to be directional migration, and winter and summer distributions mostly overlap","fully aerial feeding","plunge diving, feeding on the wing","non-migratory","fully aerial feeding","","fully migratory","fully migratory","Sula sula","Sula sula","Sula sula",559,-3.66796864077916,0.0333714372809023,2.55282744077426,1,-1,1,1
"283","Sula sula","Sula sula","Lewis et al. 2005","https://doi.org/10.1111/j.1474-919x.2005.00428.x","new","wing length","mm",417,15,11,"AST: added by AST","Johnston Atoll (16°45?N, 169°30?W)","simply as wing lengths","328","female","non-migratory","there does not seem to be directional migration, and winter and summer distributions mostly overlap","fully aerial feeding","plunge diving, feeding on the wing","non-migratory","fully aerial feeding","","fully migratory","fully migratory","Sula sula","Sula sula","Sula sula",560,-3.59947666328615,0.0357606754610015,2.73380256967898,-1,-1,1,1
"284","Sula sula","Sula sula","Weimerskirch et al. 2006","https://doi.org/10.1007/s00442-005-0226-x","R&E2013","wing length","mm",394.1,36,8.9,NA,"Europa Island (22.3°S, 40.3°E)","simply as wing lengths","329","female","non-migratory","there does not seem to be directional migration, and winter and summer distributions mostly overlap","fully aerial feeding","plunge diving, feeding on the wing","non-migratory","fully aerial feeding","","fully migratory","fully migratory","Sula sula","Sula sula","Sula sula",561,-3.77626769317715,0.01429988085346,2.29080318713127,-1,-1,1,1
"284","Sula sula","Sula sula","Weimerskirch et al. 2006","https://doi.org/10.1007/s00442-005-0226-x","R&E2013","wing length","mm",383.9,31,7.7,NA,"Europa Island (22.3°S, 40.3°E)","simply as wing lengths","329","male","non-migratory","there does not seem to be directional migration, and winter and summer distributions mostly overlap","fully aerial feeding","plunge diving, feeding on the wing","non-migratory","fully aerial feeding","","fully migratory","fully migratory","Sula sula","Sula sula","Sula sula",562,-3.89249510648045,0.0166796439423975,2.03943963114723,1,-1,1,1
"285","Sylvia nisoria","Sylvia nisoria","Payevski et al. 2003","https://www.zin.ru/labs/ornithology/payevsky/pdf/10-Payevsky-2003.pdf","R&E2013","wing length","mm",87.08,384,2.1,NA,"Biological Station Rybachy on the Courish Spit on the Baltic Sea","","330","female","fully migratory","","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Curruca nisoria","Sylvia nisoria","Curruca nisoria",563,-3.72358440860825,0.00130699753306818,2.41472588957226,-1,1,-1,1
"285","Sylvia nisoria","Sylvia nisoria","Payevski et al. 2003","https://www.zin.ru/labs/ornithology/payevsky/pdf/10-Payevsky-2003.pdf","R&E2013","wing length","mm",87.73,516,2.19,NA,"Biological Station Rybachy on the Courish Spit on the Baltic Sea","","330","male","fully migratory","","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Curruca nisoria","Sylvia nisoria","Curruca nisoria",564,-3.68939149852548,0.000972081439699133,2.49872021665207,1,1,-1,1
"286","Tachycineta bicolor","Tachycineta bicolor","Kempenaers et al. 1999","https://doi.org/10.1093/beheco/10.3.304","R&E2013","wing length","mm",116.8,13,2.5,"AST: added measurements of individuals with and without separately rather than doing a weighted average","Queen's University Biological Station (44°34? N, 76°19? W), Chaffeys Locks, Ontario, Canada","simply as wing chord","332","female","fully migratory","","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Tachycineta bicolor","Tachycineta bicolor","Tachycineta bicolor",565,-3.80250567185331,0.0417019078903051,2.23147882104022,-1,1,1,1
"286","Tachycineta bicolor","Tachycineta bicolor","Kempenaers et al. 1999","https://doi.org/10.1093/beheco/10.3.304","R&E2013","wing length","mm",120.2,35,2.8,"AST: added measurements of individuals with and without separately rather than doing a weighted average","Queen's University Biological Station (44°34? N, 76°19? W), Chaffeys Locks, Ontario, Canada","simply as wing chord","331","male","fully migratory","","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Tachycineta bicolor","Tachycineta bicolor","Tachycineta bicolor",566,-3.74483172256701,0.014721386185987,2.3639606725329,1,1,1,1
"286","Tachycineta bicolor","Tachycineta bicolor","Kempenaers et al. 1999","https://doi.org/10.1093/beheco/10.3.304","R&E2013","wing length","mm",119.7,13,4.6,"AST: added measurements of individuals with and without separately rather than doing a weighted average","Queen's University Biological Station (44°34? N, 76°19? W), Chaffeys Locks, Ontario, Canada","simply as wing chord","332","male","fully migratory","","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Tachycineta bicolor","Tachycineta bicolor","Tachycineta bicolor",567,-3.21726564240221,0.0417802681521188,4.00644591802336,1,1,1,1
"286","Tachycineta bicolor","Tachycineta bicolor","Kempenaers et al. 1999","https://doi.org/10.1093/beheco/10.3.304","R&E2013","wing length","mm",115.9,36,3.1,"AST: added measurements of individuals with and without separately rather than doing a weighted average","Queen's University Biological Station (44°34? N, 76°19? W), Chaffeys Locks, Ontario, Canada","simply as wing chord","331","female","fully migratory","","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Tachycineta bicolor","Tachycineta bicolor","Tachycineta bicolor",568,-3.60703992456889,0.014305586854778,2.71320410054206,-1,1,1,1
"287","Tachycineta bicolor","Tachycineta bicolor","Wiggins & Pärt 1995","https://doi.org/10.2307/1369003","R&E2013","wing length","mm",121.1,29,3,NA,"Creston Valley Wildlife Management Area in southeastern British Columbia, Canada and on the island of Gotland, in southern Sweden","""Adult wing length (flattened wing chord) was measured on a ruler to the nearest mm.""","333","male","fully migratory","","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Tachycineta bicolor","Tachycineta bicolor","Tachycineta bicolor",569,-3.68014721903379,0.01787830483352,2.52192618065635,1,1,1,1
"287","Tachycineta bicolor","Tachycineta bicolor","Wiggins & Pärt 1995","https://doi.org/10.2307/1369003","R&E2013","wing length","mm",115.8,29,2.4,NA,"Creston Valley Wildlife Management Area in southeastern British Columbia, Canada and on the island of Gotland, in southern Sweden","""Adult wing length (flattened wing chord) was measured on a ruler to the nearest mm.""","333","female","fully migratory","","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Tachycineta bicolor","Tachycineta bicolor","Tachycineta bicolor",570,-3.85853868492785,0.0178719546410278,2.10988090139885,-1,1,1,1
"288","Thryothorus leucotis","Thryothorus leucotis","Gill & Vonhof 2006","https://sora.unm.edu/node/119775","R&E2013","wing chord","mm",62.5,31,1.7,NA,"Gamboa, Republic of Panama (09°07?N, 79°42?W)","unflattened wing chord","334","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Cantorchilus leucotis","Thryothorus leucotis","Cantorchilus leucotis",571,-3.58787163901352,0.0166905324731183,2.76571321865063,1,-1,-1,-1
"288","Thryothorus leucotis","Thryothorus leucotis","Gill & Vonhof 2006","https://sora.unm.edu/node/119775","R&E2013","wing chord","mm",58.2,37,1.4,NA,"Gamboa, Republic of Panama (09°07?N, 79°42?W)","unflattened wing chord","334","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Cantorchilus leucotis","Thryothorus leucotis","Cantorchilus leucotis",572,-3.71352422922729,0.0139045278672232,2.43914106980792,-1,-1,-1,-1
"289","Thryothorus ludovicianus","Thryothorus ludovicianus","Haggarty 2006","https://doi.org/10.1111/j.1557-9263.2006.00051.x","R&E2013","wing chord","mm",55.3,131,1.3,NA,"Tennessee Valley Authority Reservation in Muscle Shoals, Colbert County, Alabama (34? 49 N, 87? 38 W)","distance from bend of unflattened wing to the tip of longest primary","335","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Thryothorus ludovicianus","Thryothorus ludovicianus","Thryothorus ludovicianus",573,-3.74656249021464,0.00385037241505103,2.35987274452784,-1,-1,-1,-1
"289","Thryothorus ludovicianus","Thryothorus ludovicianus","Haggarty 2006","https://doi.org/10.1111/j.1557-9263.2006.00051.x","R&E2013","wing chord","mm",59.1,141,1.5,NA,"Tennessee Valley Authority Reservation in Muscle Shoals, Colbert County, Alabama (34? 49 N, 87? 38 W)","distance from bend of unflattened wing to the tip of longest primary","335","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Thryothorus ludovicianus","Thryothorus ludovicianus","Thryothorus ludovicianus",574,-3.67019438773246,0.00357599722726972,2.54715181147603,1,-1,-1,-1
"290","Troglodytes troglodytes","Troglodytes troglodytes","Harper 1999","https://doi.org/10.1006/anbe.1999.1154","R&E2013","wing length","mm",50.7,30,1.3,"Original trait: wing, only young birds","University of Sussex (50°53'N, 0°06'W)","Not tracked","336","male","partially migratory","populations at the extreme of the distribution migrate, and this account for clearly more than 20% of the entire distribution","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","partially migratory","Troglodytes troglodytes","Troglodytes troglodytes","Troglodytes troglodytes",575,-3.6463202668193,0.0172632947168756,2.60869453793721,1,-1,-1,-1
"290","Troglodytes troglodytes","Troglodytes troglodytes","Harper 1999","https://doi.org/10.1006/anbe.1999.1154","R&E2013","wing length","mm",47.8,27,1.4,"Original trait: wing, only young birds","University of Sussex (50°53'N, 0°06'W)","Not tracked","336","female","partially migratory","populations at the extreme of the distribution migrate, and this account for clearly more than 20% of the entire distribution","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","partially migratory","Troglodytes troglodytes","Troglodytes troglodytes","Troglodytes troglodytes",576,-3.51132263364543,0.0192625406425935,2.98573979107018,-1,-1,-1,-1
"291","Turdus amaurochalinus","Turdus amaurochalinus","Silva et al. 2011","https://www.scielo.sa.cr/scielo.php?pid=S0034-77442011000200020&script=sci_arttext&tlng=en","new","wing length","mm",112.9,22,2.9,NA,"Restinga de Jurubatiba National Park, located at the Eastern coast of Rio de Janeiro State, Brazil (22º00’ - 22º23’ S, 41º15’ - 41º45’ W).","simply as wing lengths","337","female","partially migratory","some populations are resident year-round","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","partially migratory","Turdus amaurochalinus","Turdus amaurochalinus","Turdus amaurochalinus",577,-3.63798221035366,0.0238395144286293,2.63053691523794,-1,-1,-1,-1
"291","Turdus amaurochalinus","Turdus amaurochalinus","Silva et al. 2011","https://www.scielo.sa.cr/scielo.php?pid=S0034-77442011000200020&script=sci_arttext&tlng=en","new","wing length","mm",117.1,20,3.3,NA,"Restinga de Jurubatiba National Park, located at the Eastern coast of Rio de Janeiro State, Brazil (22º00’ - 22º23’ S, 41º15’ - 41º45’ W).","simply as wing lengths","337","male","partially migratory","some populations are resident year-round","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","partially migratory","Turdus amaurochalinus","Turdus amaurochalinus","Turdus amaurochalinus",578,-3.54279001265755,0.0263554980296565,2.89324923497992,1,-1,-1,-1
"292","Turdus merula","Turdus merula","McCollin et al. 2015","https://doi.org/10.1080/00063657.2015.1061476","new_21","wing length","mm",131.3,383,3.38,"data derived from volunteer collected sampling; AST: added by AST","710 sites from 50°50?N 0°19?W to 57°30?N 2°18?W","simply as wing lengths","338","male","partially migratory","some populations are resident year-round","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","partially migratory","Turdus merula","Turdus merula","Turdus merula",579,-3.65830017129026,0.00131063075888501,2.57762907873272,1,-1,-1,-1
"292","Turdus merula","Turdus merula","McCollin et al. 2015","https://doi.org/10.1080/00063657.2015.1061476","new_21","wing length","mm",126.4,282,3.13,"data derived from volunteer collected sampling; AST: added by AST","710 sites from 50°50?N 0°19?W to 57°30?N 2°18?W","simply as wing lengths","338","female","partially migratory","some populations are resident year-round","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","partially migratory","Turdus merula","Turdus merula","Turdus merula",580,-3.69663911773009,0.00178153386054296,2.48067591213273,-1,-1,-1,-1
"293","Turdus philomelos","Turdus philomelos","McCollin et al. 2015","https://doi.org/10.1080/00063657.2015.1061476","new_21","wing length","mm",117.2,59,2.45,"data derived from volunteer collected sampling; AST: added by AST","710 sites from 50°50?N 0°19?W to 57°30?N 2°18?W","simply as wing lengths","339","female","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Turdus philomelos","Turdus philomelos","Turdus philomelos",581,-3.8591731629311,0.00862809635823066,2.10854265296693,-1,1,-1,1
"293","Turdus philomelos","Turdus philomelos","McCollin et al. 2015","https://doi.org/10.1080/00063657.2015.1061476","new_21","wing length","mm",119.8,85,2.98,"data derived from volunteer collected sampling; AST: added by AST","710 sites from 50°50?N 0°19?W to 57°30?N 2°18?W","simply as wing lengths","339","male","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Turdus philomelos","Turdus philomelos","Turdus philomelos",582,-3.68794800421166,0.00595966042582986,2.50232970959115,1,1,-1,1
"294","Tyrannus forficatus","Tyrannus forficatus","Regosin & Pruet-Jones 2001","https://doi.org/10.1093/auk/118.1.167","R&E2013","wing chord","mm",124.4,51,3.6076,NA,"Fort Sill Military Reservation in Comanche County, southwestern Oklahoma","flattened wing chord length","340","male","fully migratory","although some populations are resident year-round, the resident area is very small and wintering grounds do not overlap with breeding grounds","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Tyrannus forficatus","Tyrannus forficatus","Tyrannus forficatus",583,-3.53045944899566,0.0100164901960784,2.92914548454409,1,1,1,1
"294","Tyrannus forficatus","Tyrannus forficatus","Regosin & Pruet-Jones 2001","https://doi.org/10.1093/auk/118.1.167","R&E2013","wing chord","mm",114.3,57,3.429,NA,"Fort Sill Military Reservation in Comanche County, southwestern Oklahoma","flattened wing chord length","340","female","fully migratory","although some populations are resident year-round, the resident area is very small and wintering grounds do not overlap with breeding grounds","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Tyrannus forficatus","Tyrannus forficatus","Tyrannus forficatus",584,-3.49762932589141,0.00894436090225564,3.02690565005329,-1,1,1,1
"295","Tyrannus tyrannus","Tyrannus tyrannus","Murphy 2007","https://doi.org/10.1093/auk/124.2.515","R&E2013","wing chord","mm",117.6,27,2.06,NA,"Douglas County, Kansas","simply as wing chord","341","male","fully migratory","","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Tyrannus tyrannus","Tyrannus tyrannus","Tyrannus tyrannus",585,-4.02535228343227,0.0192421338799295,1.78571322732689,1,1,1,1
"295","Tyrannus tyrannus","Tyrannus tyrannus","Murphy 2007","https://doi.org/10.1093/auk/124.2.515","R&E2013","wing chord","mm",110.7,31,2.42,NA,"Douglas County, Kansas","simply as wing chord","341","female","fully migratory","","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Tyrannus tyrannus","Tyrannus tyrannus","Tyrannus tyrannus",586,-3.80638963287933,0.0166820827410225,2.22282865359959,-1,1,1,1
